"word","borrowing","phonology","phonlength","AoA","AoA_obj","subtlexzipf","conc","cat","source","source.language","source.word","source.language.mean.word.length","source.language.word.freq","source.word.length","age_oldest","age_youngest","age_oldest_num","age_youngest_num","age","effect","ids.code","modern.english","middle.english","old.english","old.english.length"
"ripe",5,"r2p",3,"7.11",2,"3.70","3.30","Adjective","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","5-123","ripe","ripe","riÌ„pe",4
"wrinkled",5,"rINkPd",6,"7.26",NA,"2.61","4.29","Adjective","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","15-890","wrinkled","wrinkled","gewrinclod",10
"unripe",5,"Vnr2p",5,"7.50",2,"2.17","3.31","Adjective","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","5-124","green","grene","unriÌ„pe",6
"alone",5,"@l5n",4,"4.94",2,"5.03","2.86","Adjective","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","13-330","alone","al-on-e","aÌ„na",3
"smart",5,"sm#t",4,"5.50",2,"4.49","1.75","Adjective","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","16-840","clever","skilful","crÃ_ftig",7
"stinking",5,"stINkIN",7,"#N/A",NA,"3.46","3.20","Adjective","None","English",NA,3.45098039215686,0.00953247551173794,7,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","15-260","stinking","stinkinge","stincende",9
"dull",5,"dVl",3,"8.05",2,"4.04","2.37","Adjective","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","15-790","blunt","blont","aÌ„stynt",6
"narrow",5,"n{r5",4,"7.57",2,"4.25","3.04","Adjective","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","12-620","narrow","narw-e","nearu",5
"soft",5,"sQft",4,"3.95",2,"4.68","3.88","Adjective","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","15-750","soft","soft-e","softe",5
"soon",5,"sun",3,"4.83",2,"5.30","1.79","Adverb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","14-331","soon","sone","tiÌ„mliÌ„ce",7
"straight",5,"str1t",5,"6.80",2,"5.26","2.76","Adverb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","12-730","straight","streight","riht",4
"loud",5,"l6d",3,"4.54",2,"4.48","3.73","Adverb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","15-450","loud","loud","hluÌ„d",4
"before",5,"bIf$R",5,"5.45",2,"5.88","1.96","Conjunction","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","12-040","before","bifore-n","beforaÌ„n",7
"itch",5,"IJ",2,"5.05",2,"3.32","3.15","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-854","itch","yicche","gicce",5
"darkness",5,"d#knIs",6,"4.83",2,"4.14","3.85","Noun","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","1-620","darkness","mirk-e","Î¸eÌ„ostru",7
"bowl",5,"b5l",3,"4.26",2,"4.69","4.87","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","5-330","bowl","bolle","wearr",5
"beginning",5,"bIgInIN",7,"5.40",2,"4.99","2.50","Noun","None","English",NA,3.45098039215686,0.00953247551173794,7,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","14-250","beginning","beginnen","angin",5
"pound",5,"p6nd",4,"6.79",2,"4.51","4.61","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","9-211","pound with fist","pounen","swingan",7
"gnat",5,"n{t",3,"10.10",6,"2.48","4.83","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","3-831","sandfly","migÌŒgÌŒe","gnÃ_t",4
"lip",5,"lIp",3,"3.79",2,"3.91","4.96","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-250","lip","lip-pe","weler",5
"witch",5,"wIJ",3,"4.78",2,"4.06","4.17","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","22-430","sorcerer","wicch-e","unlybwyrhta",11
"anvil",5,"{nvIl",5,"10.79",8,"2.97","4.96","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","9-620","anvil","anvelt","anfilte",7
"broom",5,"brum",4,"5.50",2,"3.56","4.89","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","9-380","broom","besm-e","bes(e)ma",6
"hoe",5,"h5",2,"8.72",2,"2.95","4.74","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","8-250","hoe","houe","weÌ„odhoÌ„c",7
"bolt",5,"b5lt",4,"7.28",2,"4.00","4.67","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","7-231","latch","dore pin","",NA
"body",5,"bQdI",4,"4.28",2,"5.18","4.79","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-110","body","bodi","liÌ„c(hama)",7
"speech",5,"spiJ",4,"6.22",2,"4.72","3.37","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","18-222","speech","pronouncen","maÎ¸elian",8
"linen",5,"lInIn",5,"7.68",2,"3.48","4.80","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","6-230","linen","linen","liÌ„n(en)",5
"hole",5,"h5l",3,"5.05",2,"4.76","4.81","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","12-850","hole","hol-e","hol",3
"sheep",5,"Sip",3,"4.25",2,"4.67","4.90","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","3-250","sheep","schep","sceÌ„ap",5
"cheek",5,"Jik",3,"5.06",2,"3.93","4.83","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-208","cheek","cheke","wange",5
"rest",5,"rEst",4,"4.22",2,"5.28","3.03","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-912","rest","resten","restan",6
"rooster",5,"rust@R",6,"6.41",2,"3.13","4.75","Noun","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","3-520","cock","cok","hana",4
"leather",5,"lED@R",5,"7.25",4,"4.16","4.82","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","6-290","leather","lether","leÎ¸er",5
"kid",5,"kId",3,"4.28",2,"4.78","4.56","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","3-380","kid","kide","ticcen",6
"boar",5,"b$R",3,"9.83",6,"3.57","4.80","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","3-320","boar","bor","baÌ„r",3
"stove",5,"st5v",4,"4.32",2,"3.67","4.96","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","7-320","stove","oven","(ofen)",4
"brain",5,"br1n",4,"5.76",2,"4.84","4.69","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-203","brain","brain","brÃ_gen",6
"snot",5,"snQt",4,"5.47",4,"3.41","4.48","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-232","mucus","snotte","snofl",5
"rudder",5,"rVd@R",5,"10.39",6,"3.06","4.72","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","10-860","rudder","ster-e","steÌ„or(roÌ„Î¸or)",10
"nostril",5,"nQstr@l",7,"7.37",4,"2.84","4.89","Noun","None","English",NA,3.45098039215686,0.00953247551173794,7,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-231","nostril","nostrille","nÃ_sÎ¸yrl",7
"fin",5,"fIn",3,"7.30",2,"3.59","4.76","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","3-652","fin","fin","finn",4
"sieve",5,"sIv",3,"12.36",10,"3.47","4.59","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","5-470","sieve","sive","siftan",6
"sinew",5,"sInju",5,"12.56",12,"2.94","#N/A","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","","","","",NA
"ladder",5,"l{d@R",5,"4.40",2,"4.16","5.00","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","7-370","ladder","ladder-e","hlÃ_Ì„der",6
"spindle",5,"spIndP",6,"10.72",4,"2.64","4.92","Noun","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","6-320","spindle","spindel","spinel",6
"tick",5,"tIk",3,"6.05",4,"4.15","4.57","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","","","","",NA
"crowd",5,"kr6d",4,"7.14",2,"4.76","4.52","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","13-190","multitude","multitude","menigu",6
"stump",5,"stVmp",5,"7.58",4,"3.52","4.78","Noun","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","8-720","tree stump","stumpe","stybb",5
"claw",5,"kl$",3,"4.70",2,"4.22","4.83","Noun","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-345","claw","claue","clifer",6
"oat",5,"5t",2,"5.83",NA,"2.71","5.00","Noun","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","8-460","oats","otes","aÌ„te",3
"shovel",5,"SVvP",4,"6.28",2,"3.55","4.97","Noun","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","8-240","shovel","shovel-e","scofl",5
"one",5,"wVn",3,"3.23",2,"6.56","3.97","Number","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","13-010","one","on","aÌ„n",2
"above",5,"@bVv",4,"4.55",2,"4.94","3.33","Preposition","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","12-080","above","","ofer",4
"begin",5,"bIgIn",5,"4.84",2,"4.77","2.56","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","14-250","begin","aginnen","(on)ginnan",8
"play",5,"pl1",3,"4.10",2,"5.69","3.24","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","16-260","play","pleien","plegian",7
"make",5,"m1k",3,"4.68",2,"6.14","2.67","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","9-110","make","maken","(ge)wyrcan",8
"howl",5,"h6l",3,"5.55",2,"3.28","3.83","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","18-190","howl","houlen","Î¸eÌ„otan",6
"show",5,"S5",2,"6.21",2,"5.77","3.97","Verb","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","15-550","show","sheuen","eÌ„awan",5
"stammer",5,"st{m@R",6,"9.89",8,"3.09","2.93","Verb","None","English",NA,3.45098039215686,0.00953247551173794,6,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","18-211","stutter","stutten","stamerian",9
"lend",5,"lEnd",4,"8.45",4,"4.11","3.07","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","11-610","lend","lenen","lÃ_Ì„nan",5
"teach",5,"tiJ",3,"4.67",4,"4.57","3.15","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","17-250","teach","techen","lÃ_Ì„ran",5
"left",5,"lEft",4,"5.57",2,"5.66","3.70","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","12-420","left","lift","win(e)stra",8
"look",5,"lUk",3,"4.05",2,"6.23","2.96","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","15-520","look","loken","wliÌ„tan",6
"mow",5,"m5",2,"6.76",4,"3.18","4.32","Verb","None","English",NA,3.45098039215686,0.142987132676069,2,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","8-320","mow","mouen","maÌ„wan",5
"fight",5,"f2t",3,"5.47",2,"5.04","4.20","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","20-110","fight","fighten","feohtan",7
"stretch",5,"strEJ",5,"5.47",2,"4.38","3.62","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","9-320","stretch","strecchen","Î¸ennan",6
"strike",5,"str2k",5,"7.75",2,"4.73","4.07","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","9-210","strike","slen","hnÃ_ppan",7
"bury",5,"bErI",4,"6.28",4,"4.07","3.82","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-780","bury","birien","byr(i)gan",7
"hope",5,"h5p",3,"4.89",2,"5.56","1.25","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","16-630","hope","hope","hopa",4
"hire",5,"h2@R",4,"9.00",6,"4.04","3.11","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","11-770","hire","hiren","hyÌ„rian",6
"rattle",5,"r{tP",4,"4.50",2,"3.60","4.07","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","18-740","rattle","ratele","hrutan(?)",6
"speak",5,"spik",4,"3.56",2,"5.09","3.70","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","18-210","speak","speken","sprecan",7
"start",5,"st#t",4,"4.37",2,"5.77","2.71","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","14-250","begin","aginnen","(on)ginnan",8
"kneel",5,"nil",3,"6.95",2,"3.22","4.31","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","10-412","kneel","knelen","cneÌ„ow(l)ian",9
"scratch",5,"skr{J",5,"5.61",2,"4.39","4.16","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-854","itch","yicche","gicce",5
"snore",5,"sn$R",4,"5.94",4,"3.02","4.39","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","4-612","snore","snoren","hruÌ„tan",6
"felt",5,"fElt",4,"6.10",2,"5.15","3.04","Verb","None","English",NA,3.45098039215686,0.32410416739909,4,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","6-270","felt","felt","felt",4
"shut",5,"SVt",3,"4.89",4,"4.85","3.38","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","12-250","shut","shitten","beclyÌ„san",8
"forget",5,"f@gEt",5,"4.78",2,"5.04","2.04","Verb","None","English",NA,3.45098039215686,0.0953247551173794,5,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","17-320","forget","foryeten","forgietan",9
"choke",5,"J5k",3,"6.11",2,"3.38","3.97","Verb","None","English",NA,3.45098039215686,0.390831495981255,3,"Proto-West Germanic","Proto-West Germanic","2000","2000","Proto-West Germanic","","5-190","choke","choken","(aÌ„)smorian",8
