word,borrowing,phonology,phonlength,AoA,AoA_obj,subtlexzipf,conc,cat,source,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,age_oldest,age_youngest,age_oldest_num,age_youngest_num,age,effect,ids.code,modern.english,middle.english,old.english,old.english.length,morph_code
before,5,bIf$R,5,5.45,2,5.88,1.96,Conjunction,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,12-040,before,bifore-n,befora’‹n,7,Z
itch,5,IJ,2,5.05,2,3.32,3.15,Noun,None,English,NA,3.450980392,0.142987133,2,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-854,itch,yicche,gicce,5,M
darkness,5,d#knIs,6,4.83,2,4.14,3.85,Noun,None,English,NA,3.450980392,0.009532476,6,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,1-620,darkness,mirk-e,‘Ÿe’‹ostru,7,C
bowl,5,b5l,3,4.26,2,4.69,4.87,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,5-330,bowl,bolle,wearr,5,Z
beginning,5,bIgInIN,7,5.4,2,4.99,2.5,Noun,None,English,NA,3.450980392,0.009532476,7,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,14-250,beginning,beginnen,angin,5,Z
pound,5,p6nd,4,6.79,2,4.51,4.61,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,9-211,pound with fist,pounen,swingan,7,M
gnat,5,n{t,3,10.1,6,2.48,4.83,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,3-831,sandfly,mig’ëg’ëe,gní_t,4,M
lip,5,lIp,3,3.79,2,3.91,4.96,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-250,lip,lip-pe,weler,5,M
witch,5,wIJ,3,4.78,2,4.06,4.17,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,22-430,sorcerer,wicch-e,unlybwyrhta,11,M
anvil,5,{nvIl,5,10.79,8,2.97,4.96,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,9-620,anvil,anvelt,anfilte,7,M
broom,5,brum,4,5.5,2,3.56,4.89,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,9-380,broom,besm-e,bes(e)ma,6,M
hoe,5,h5,2,8.72,2,2.95,4.74,Noun,None,English,NA,3.450980392,0.142987133,2,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,8-250,hoe,houe,we’‹odho’‹c,7,Z
bolt,5,b5lt,4,7.28,2,4,4.67,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,7-231,latch,dore pin,,NA,Z
body,5,bQdI,4,4.28,2,5.18,4.79,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-110,body,bodi,li’‹c(hama),7,O
speech,5,spiJ,4,6.22,2,4.72,3.37,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,18-222,speech,pronouncen,ma‘Ÿelian,8,M
linen,5,lInIn,5,7.68,2,3.48,4.8,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,6-230,linen,linen,li’‹n(en),5,M
hole,5,h5l,3,5.05,2,4.76,4.81,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,12-850,hole,hol-e,hol,3,Z
sheep,5,Sip,3,4.25,2,4.67,4.9,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,3-250,sheep,schep,sce’‹ap,5,M
cheek,5,Jik,3,5.06,2,3.93,4.83,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-208,cheek,cheke,wange,5,M
rest,5,rEst,4,4.22,2,5.28,3.03,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-912,rest,resten,restan,6,M
rooster,5,rust@R,6,6.41,2,3.13,4.75,Noun,None,English,NA,3.450980392,0.009532476,6,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,3-520,cock,cok,hana,4,C
leather,5,lED@R,5,7.25,4,4.16,4.82,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,6-290,leather,lether,le‘Ÿer,5,Z
kid,5,kId,3,4.28,2,4.78,4.56,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,3-380,kid,kide,ticcen,6,M
boar,5,b$R,3,9.83,6,3.57,4.8,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,3-320,boar,bor,ba’‹r,3,M
stove,5,st5v,4,4.32,2,3.67,4.96,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,7-320,stove,oven,(ofen),4,M
brain,5,br1n,4,5.76,2,4.84,4.69,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-203,brain,brain,brí_gen,6,Z
snot,5,snQt,4,5.47,4,3.41,4.48,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-232,mucus,snotte,snofl,5,M
rudder,5,rVd@R,5,10.39,6,3.06,4.72,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,10-860,rudder,ster-e,ste’‹or(ro’‹‘Ÿor),10,O
nostril,5,nQstr@l,7,7.37,4,2.84,4.89,Noun,None,English,NA,3.450980392,0.009532476,7,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-231,nostril,nostrille,ní_s‘Ÿyrl,7,M
fin,5,fIn,3,7.3,2,3.59,4.76,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,3-652,fin,fin,finn,4,M
sieve,5,sIv,3,12.36,10,3.47,4.59,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,5-470,sieve,sive,siftan,6,Z
sinew,5,sInju,5,12.56,12,2.94,#N/A,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,,,,,NA,M
ladder,5,l{d@R,5,4.4,2,4.16,5,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,7-370,ladder,ladder-e,hlí_’‹der,6,Z
spindle,5,spIndP,6,10.72,4,2.64,4.92,Noun,None,English,NA,3.450980392,0.009532476,6,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,6-320,spindle,spindel,spinel,6,M
tick,5,tIk,3,6.05,4,4.15,4.57,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,,,,,NA,M
crowd,5,kr6d,4,7.14,2,4.76,4.52,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,13-190,multitude,multitude,menigu,6,Z
stump,5,stVmp,5,7.58,4,3.52,4.78,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,8-720,tree stump,stumpe,stybb,5,Z
claw,5,kl$,3,4.7,2,4.22,4.83,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-345,claw,claue,clifer,6,Z
oat,5,5t,2,5.83,NA,2.71,5,Noun,None,English,NA,3.450980392,0.142987133,2,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,8-460,oats,otes,a’‹te,3,M
shovel,5,SVvP,4,6.28,2,3.55,4.97,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,8-240,shovel,shovel-e,scofl,5,Z
one,5,wVn,3,3.23,2,6.56,3.97,Number,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,13-010,one,on,a’‹n,2,M
above,5,@bVv,4,4.55,2,4.94,3.33,Preposition,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,12-080,above,,ofer,4,Z
begin,5,bIgIn,5,4.84,2,4.77,2.56,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,14-250,begin,aginnen,(on)ginnan,8,R
play,5,pl1,3,4.1,2,5.69,3.24,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,16-260,play,pleien,plegian,7,M
make,5,m1k,3,4.68,2,6.14,2.67,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,9-110,make,maken,(ge)wyrcan,8,M
howl,5,h6l,3,5.55,2,3.28,3.83,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,18-190,howl,houlen,‘Ÿe’‹otan,6,M
show,5,S5,2,6.21,2,5.77,3.97,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,15-550,show,sheuen,e’‹awan,5,M
stammer,5,st{m@R,6,9.89,8,3.09,2.93,Verb,None,English,NA,3.450980392,0.009532476,6,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,18-211,stutter,stutten,stamerian,9,M
lend,5,lEnd,4,8.45,4,4.11,3.07,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,11-610,lend,lenen,lí_’‹nan,5,M
teach,5,tiJ,3,4.67,4,4.57,3.15,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,17-250,teach,techen,lí_’‹ran,5,M
left,5,lEft,4,5.57,2,5.66,3.7,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,12-420,left,lift,win(e)stra,8,Z
look,5,lUk,3,4.05,2,6.23,2.96,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,15-520,look,loken,wli’‹tan,6,I
mow,5,m5,2,6.76,4,3.18,4.32,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,8-320,mow,mouen,ma’‹wan,5,M
fight,5,f2t,3,5.47,2,5.04,4.2,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,20-110,fight,fighten,feohtan,7,M
stretch,5,strEJ,5,5.47,2,4.38,3.62,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,9-320,stretch,strecchen,‘Ÿennan,6,M
strike,5,str2k,5,7.75,2,4.73,4.07,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,9-210,strike,slen,hní_ppan,7,M
bury,5,bErI,4,6.28,4,4.07,3.82,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-780,bury,birien,byr(i)gan,7,M
hope,5,h5p,3,4.89,2,5.56,1.25,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,16-630,hope,hope,hopa,4,M
hire,5,h2@R,4,9,6,4.04,3.11,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,11-770,hire,hiren,hy’‹rian,6,M
rattle,5,r{tP,4,4.5,2,3.6,4.07,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,18-740,rattle,ratele,hrutan(?),6,Z
speak,5,spik,4,3.56,2,5.09,3.7,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,18-210,speak,speken,sprecan,7,M
start,5,st#t,4,4.37,2,5.77,2.71,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,14-250,begin,aginnen,(on)ginnan,8,M
kneel,5,nil,3,6.95,2,3.22,4.31,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,10-412,kneel,knelen,cne’‹ow(l)ian,9,M
scratch,5,skr{J,5,5.61,2,4.39,4.16,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-854,itch,yicche,gicce,5,M
snore,5,sn$R,4,5.94,4,3.02,4.39,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,4-612,snore,snoren,hru’‹tan,6,M
felt,5,fElt,4,6.1,2,5.15,3.04,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,6-270,felt,felt,felt,4,M
shut,5,SVt,3,4.89,4,4.85,3.38,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,12-250,shut,shitten,becly’‹san,8,M
forget,5,f@gEt,5,4.78,2,5.04,2.04,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,17-320,forget,foryeten,forgietan,9,M
choke,5,J5k,3,6.11,2,3.38,3.97,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,5-190,choke,choken,(a’‹)smorian,8,M
climb,5,kl2m,4,5.3,2,4.45,4.11,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,10-472,climb,climben,climban,7,M
smoke,5,sm5k,4,4,2,4.53,4.96,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,8-690,smoke,,,NA,Z
worry,5,wVrI,4,6.61,4,5.14,2.55,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,16-330,anxiety,sorwe,dre’‹fednes,9,M
lead,5,lid,3,6.76,2,5.18,4.1,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-Germanic,,10-640,lead,leden,lí_’‹dan,5,M
learn,5,l3n,3,4.44,2,5.01,2.2,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,17-240,learn,lernen,leornian,8,M
spread,5,sprEd,5,5.72,2,4.62,3.68,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-West Germanic,Proto-West Germanic,2000,2000,Proto-West Germanic,,9-340,spread,spreden,brí_’‹dan,6,M
key,5,ki,2,3.58,2,5.07,4.89,Noun,None,English,NA,3.450980392,0.142987133,2,Frisian-Old English,Frisian-Old English,850,850,Frisian-Old English,,7-240,key,keie,cí_’‹g,3,Z
day,5,d1,2,3.5,2,5.99,3.92,Noun,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-410,day,dai,dí_g,3,M
child,5,J2ld,4,5.15,2,5.14,4.78,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,2-430,offspring,ofspring,tu’‹dor,5,M
spring,5,sprIN,5,5.5,4,4.69,3.89,Noun,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-750,spring,lent-en,lencten,7,M
sail,5,s1l,3,6.47,2,4.17,4.59,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-880,sail,seil-e,segl,4,M
green,5,grin,4,3.79,2,5.22,4.07,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-680,green,grene,gre’‹ne,5,M
weak,5,wik,3,5.58,4,4.33,2.79,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-820,weak,wok,wa’‹c,3,M
wide,5,w2d,3,5.84,2,4.73,3.06,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-610,wide,brod,bra’‹d,4,Z
black,5,bl{k,4,3.56,2,5.26,3.76,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-650,black,blak,blí_c,4,M
hungry,5,hVNgrI,6,3.63,2,4.55,2.9,Adjective,None,English,NA,3.450980392,0.009532476,6,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,5-140,hunger,hunger,hungor,6,O
ready,5,rEdI,4,5.53,2,5.52,2.07,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-290,ready,redi,arod,4,Z
bright,5,br2t,4,6.58,2,4.82,3.92,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-570,bright,bright,torht,5,Z
hot,5,hQt,3,3.37,2,5.14,4.31,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-850,hot,hot,ha’‹t,3,M
sorry,5,sQrI,4,3.44,4,5.65,1.9,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-340,regret,reuen,hre’‹owan,7,I
tall,5,t$l,3,4.95,2,4.51,3.36,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-580,tall,tal,lang,4,M
cold,5,k5ld,4,3.95,2,5.11,3.85,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,1537,2500,463,Proto-Germanic,,15-860,cold,cold,ceald,5,Z
sharp,5,S#p,3,6.11,2,4.55,3.86,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-780,sharp,sharp,scearp,6,Z
holy,5,h5lI,4,5.55,4,4.37,1.67,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,22-190,holy,holi,ha’‹lig,5,O
clean,5,klin,4,3.89,2,4.97,3.07,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-870,clean,clene,clí_’‹ne,5,Z
TRUE,5,tru,3,4.64,2,5.33,1.7,Adjective,,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,,,,,,,NA,M
short,5,S$t,3,4.32,2,5.13,3.61,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-590,short,short,sceort,6,Z
strong,5,strQN,5,4.58,2,5.25,3.14,Adjective,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-810,strong,strong,swi’‹‘Ÿ,4,M
lame,5,l1m,3,9.21,4,3.51,2.52,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-940,lame,halt,healt,5,M
bitter,5,bIt@R,5,8.81,4,4.19,2.93,Adjective,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-370,bitter,bitter,biter,5,Z
high,5,h2,2,4.58,2,5.53,3.46,Adjective,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-310,high,heigh,he’‹ah,4,Z
fat,5,f{t,3,5.15,2,4.77,4.52,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,5-791,grease,grese,lynd,4,Z
swelling,5,swElIN,6,#N/A,4,3.51,4.13,Adjective,None,English,NA,3.450980392,0.009532476,6,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-853,swelling,boce,a‘Ÿundenes,9,Z
sour,5,s6@R,4,4.89,4,3.97,3.14,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-380,acid,sour,su’‹r,3,M
sick,5,sIk,3,4.05,2,4.76,2.97,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-840,sick,sik,co‘Ÿu,4,Z
dark,5,d#k,3,3.74,2,4.94,4.29,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-630,dark,derk,wann,4,M
dry,5,dr2,3,4.11,2,4.96,3.77,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-840,dry,drie,dry’‹ge,5,M
other,5,VD@R,4,5.33,2,5.98,2.04,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,,,,,NA,M
dead,5,dEd,3,5.17,2,5.15,4.07,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-750,die,deth,swylt,5,Z
alive,5,@l2v,4,5.11,2,4.82,3.14,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-740,live,liven,feorh,5,C
little,5,lItP,4,3.95,2,6.03,3.67,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-560,small,litel,ly’‹tel,5,M
greedy,5,gridI,5,7.53,2,3.78,2.64,Adjective,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-830,greedy,gredi,gi’‹fre,5,C
thick,5,TIk,3,5.61,4,4.52,4,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-630,thick,thik-ke,brad,4,Z
sore,5,s$R,3,5.84,2,4.06,3.23,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-850,wound,wound,dolg,4,M
glad,5,gl{d,4,5.79,2,4.85,2.36,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-230,joyful,glad,bli’‹‘Ÿe,5,M
back,5,b{k,3,5.31,2,6.25,4.33,Adverb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-190,back,bak,hrycg,5,M
fast,5,f#st,4,3.74,2,5.09,3.32,Adverb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,22-260,fast,fasten,fí_stan,6,Z
here,5,h7R,3,3.74,2,6.45,3.13,Adverb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,,,,,NA,I
alike,5,@l2k,4,6.12,2,3.75,2.38,Adverb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-920,like,lik,(ge)li’‹c,5,Z
up,5,Vp,2,2.92,2,6.53,3.83,Adverb,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-080,up,above-n,bufan,5,Z
often,5,QfH,3,6.53,2,5.18,2.5,Adverb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-320,often,oft-e,oft,3,M
well,5,wEl,3,6.16,2,6.43,3.33,Adverb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,1-370,spring,wel-le,spring,6,I
and,5,{nd,3,4.57,2,7.32,1.52,Conjunction,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,17-510,and,and,ond,3,M
if,5,If,2,5.36,2,6.5,1.19,Conjunction,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,17-530,if,if,gif,3,Z
half,5,h#f,3,5.45,2,5.55,3.27,Determiner,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,13-240,half,half,healf,5,Z
own,5,5n,2,5.21,2,5.72,1.96,Determiner,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-120,own,ouen,a’‹gan,4,M
which,5,wIJ,3,6.58,4,6.26,1.54,Determiner,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,17-670,which?,which,hwelc,5,M
all,5,$l,2,4.24,2,6.63,2.27,Determiner,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,13-140,every,everi,í_’‹lc,3,M
tide,5,t2d,3,6.68,4,4.25,4.1,Noun,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,1-352,tide,tid-e,flo’‹d,4,M
