item	n_trials	err	rt	sd	rtz	n_used
canion	22	0.5	947.7272727	223.7020746	0.891081193	11
jau	21	0	729.4761905	119.2722177	-0.593119083	21
creusisieur	24	0	900.2272727	337.2293175	0.628717172	22
détrougner	23	0.043478261	872.1363636	189.1278971	0.465894702	22
dépitre	23	0.173913043	1016.882353	249.4112774	0.960016088	17
éme	22	0.045454545	716.2380952	156.0490002	-0.38209072	21
garouleurs	22	0.045454545	796.5238095	182.0542829	-0.083791242	21
valque	21	0	786.3809524	220.7012633	-0.445268431	21
counercier	21	0.047619048	824.6	166.7634316	0.057713195	20
discules	23	0.130434783	794.55	140.7399524	0.153226727	20
bacal	25	0.16	868.25	227.7740975	0.318366159	20
rétuelsiche	23	0	830.9130435	242.0829897	-0.084399945	23
recuvec	24	0	738.2916667	213.0204071	-0.487207654	24
offairer	23	0.086956522	817.7142857	182.6365634	-0.173575029	21
monrant	21	0.142857143	925.3333333	246.7690037	0.528966962	18
trivec	25	0	688.84	162.9359997	-0.625448394	25
trabarlets	23	0	810.6956522	177.2405748	0.08245754	23
sortenvannais	24	0	880.1666667	269.1522386	0.164325489	24
laistupontre	22	0	776.0909091	210.6325867	-0.301242098	22
bamer	21	0	785	136.1098821	-0.196125167	21
ascieudaient	20	0.1	815	215.9267816	0.103529621	17
indifle	23	0	786.3181818	230.2244012	-0.042440971	22
porit	22	0	728.5909091	155.8450571	-0.48725488	22
siboutie	22	0	803.4545455	217.9752558	0.009241158	22
apasment	22	0	755.4090909	159.6790409	-0.256437724	22
malsait	25	0	874.6	275.1220941	0.279375475	25
vemétions	23	0.043478261	743.8636364	205.998219	-0.086935098	22
deuxiètreda	25	0	866.36	237.6655353	0.232479579	25
itour	23	0	645.2727273	146.7168253	-0.598120781	22
siporle	24	0.041666667	674.1304348	176.284714	-0.639548708	23
concoutils	21	0	894.3809524	263.621789	0.392061627	21
oueux	21	0	798.4285714	129.6308495	-0.085646038	21
bégigirer	20	0	825.3	191.6315269	0.219519916	20
trabidai	23	0	777.5652174	214.9380093	-0.038454193	23
mercimais	24	0	853	206.6362063	0.035953209	24
courées	24	0.416666667	957.6153846	273.7348286	0.438474795	13
sevansonse	22	0.045454545	728.047619	110.7395486	-0.332522937	21
servabolut	23	0.043478261	767.7142857	245.0106412	-0.382457254	21
aumenre	23	0	782.2173913	295.736055	-0.326112751	23
bousonnaient	24	0.125	954.6470588	225.3314063	1.007984516	17
pasquetrais	24	0.125	863.25	255.498867	0.472007417	20
palers	22	0	714.4090909	121.7490233	-0.429465425	22
rouclavres	21	0	752.4285714	161.9804221	-0.323358973	21
pascutes	24	0.041666667	747.0434783	123.4207432	-0.216393612	23
coutier	20	0.05	833.0555556	211.3078246	0.18668388	18
dériner	24	0	866.6521739	236.7775344	0.408271823	23
lecrate	24	0	727.6666667	185.5142481	-0.422073476	24
cherale	20	0	732.9	160.5241087	-0.508253633	20
aguilser	22	0.045454545	885.4761905	273.0858142	0.368863239	21
tetourvait	19	0	894.2777778	161.4838566	0.242772664	18
celtires	23	0	798.4090909	234.1683682	0.035024241	22
heutivoir	24	0	806.5	225.1610052	-0.022544446	24
aclunait	22	0	800.9545455	219.4231566	-0.077108429	22
ailtentrouquivec	23	0	843.2173913	283.5425183	0.016695938	23
mainsemme	22	0.045454545	777.1904762	177.4149427	-0.338444828	21
penveude	24	0	788.2083333	261.0592102	-0.231216349	24
aconjours	20	0	697.9	148.2312915	-0.410506431	20
lutatal	23	0	761.8695652	176.6260313	-0.167777744	23
haugarte	21	0	723	182.5152048	-0.718490083	21
octerme	22	0	770.2380952	291.3852956	-0.285244551	21
tenrimises	24	0	768.6521739	177.4994516	-0.204447547	23
rinaient	21	0.047619048	848.05	151.5826941	0.196471692	20
sersalets	19	0.052631579	767.3333333	177.1403564	-0.481631391	18
sirotuel	24	0	807	248.0706421	-0.021669087	24
marsembe	24	0	735.3478261	164.7641865	-0.421504384	23
rédrestes	25	0	833.68	218.5695389	0.075997408	25
delenée	23	0	765.173913	173.9876307	-0.166736394	23
heste	24	0	674.8695652	145.8786246	-0.545456052	23
coutervervec	25	0	774.08	190.8681744	-0.149425768	25
pargna	23	0	887.7826087	299.6710252	0.243394807	23
sasannontaient	24	0	828.4782609	226.2217073	0.111223179	23
envrait	21	0.095238095	1024.105263	265.4783722	0.914853786	19
afit	23	0.043478261	669.7272727	122.1116514	-0.572527253	22
seceptes	22	0.136363636	893.3333333	275.0732523	0.454313966	18
fince	23	0.043478261	782.8181818	155.4500797	-0.133206799	22
nolire	22	0	670.8636364	149.4466923	-0.623746221	22
tentervec	22	0	671.6818182	167.4447702	-0.685963407	22
mitine	25	0	784.92	200.5656418	-0.171397268	25
glosiconée	21	0	852.5714286	321.2518594	0.04090637	21
auscodidez	22	0	848.1363636	280.0617781	0.004036221	22
retasutre	23	0.043478261	745.3181818	192.3591349	-0.324646379	22
jeuguela	24	0.041666667	812.3043478	176.5702113	-0.019602077	23
austulible	22	0	850.3636364	219.0402323	0.145660045	22
sugléchats	25	0	821.84	246.1127249	0.012565385	25
acétits	22	0	865.5	229.205408	0.469729281	22
cuivini	21	0.047619048	685.75	129.596083	-0.409046254	20
évidila	23	0	927.3181818	362.8660236	0.515397169	22
hauflenions	22	0	801.5	231.9486294	-0.050102726	22
comtelsée	22	0.045454545	674.5238095	131.3413945	-0.546309294	21
obomour	24	0	697.6666667	137.3208451	-0.541121133	24
sidissute	21	0	746.4761905	173.4683311	-0.322710233	21
heudicamour	22	0	768.7272727	159.4953893	-0.038626797	22
garetions	22	0.090909091	884.25	268.320483	0.260420146	20
jeusanle	23	0	669.0869565	116.2567351	-0.653686409	23
déjoursire	22	0	894.2272727	251.5644255	0.398962844	22
enleme	21	0	687.5238095	118.1264657	-0.64210173	21
ploncole	24	0	806.7083333	241.9400715	-0.055149872	24
tasa	24	0.041666667	793.6086957	242.7618996	-0.108556698	23
miltrale	21	0.095238095	882.1052632	289.717275	0.098721248	19
serrisieur	22	0	853	175.9186415	0.214948721	20
aléterce	21	0.047619048	817.1578947	215.7391077	0.010661171	19
promare	24	0	752.2916667	157.2332743	-0.324105132	24
cherterver	23	0	740	178.8508774	-0.231025394	23
belément	24	0.208333333	715	123.0311614	-0.14049264	16
cerçait	24	0	901.8695652	263.0135331	0.568034278	23
proner	22	0.636363636	739.125	249.9579608	-0.477312267	8
heucoupage	23	0.043478261	781.6363636	168.2485535	-0.343672731	22
difécignoir	22	0	834.3809524	245.6103573	-0.041594529	21
atlant	24	0.083333333	790.3181818	183.2410295	0.011763628	22
voitrouméte	24	0	820.5833333	212.7439606	-0.066503033	24
ribrante	21	0	884.0952381	239.6720478	0.531194617	21
detielter	24	0.041666667	750.9130435	214.8756327	-0.215360623	23
touris	23	0.043478261	780.2727273	187.5143631	-0.035881655	22
mècun	23	0	731.7826087	185.2722705	-0.384774672	23
adjours	19	0.052631579	787.1111111	160.7727256	-0.299524763	18
iande	22	0	678.0454545	130.4984865	-0.573246749	22
préchelsirue	24	0	722.7391304	175.5814282	-0.302040681	23
penvétes	21	0.047619048	735.8	115.9662383	-0.331170116	20
afirlez	20	0	835.3	276.8341894	-0.107002953	20
croiléteau	25	0	803.08	188.5251796	0.019433253	25
boumiter	21	0	709.952381	197.1416943	-0.474222036	21
paspliches	22	0	756.7142857	206.1919355	-0.104404962	21
compénaient	24	0.041666667	1064.478261	195.0314356	1.275432528	23
reficitinct	24	0.083333333	820.1363636	188.2567384	0.022080195	22
stin	24	0	658.5416667	133.6998518	-0.636869722	24
apprentudéme	23	0	790.8636364	202.1374581	-0.079794381	22
catonez	20	0	828.45	189.8194364	0.193155711	20
parganonvrit	23	0	812.7391304	287.5026035	0.036935567	23
tourgarre	23	0	796.3913043	200.6792418	-0.166184966	23
ragne	21	0.095238095	836.1578947	228.560778	0.07945683	19
onterte	21	0.047619048	714.75	143.9783884	-0.517874995	20
toucotes	25	0	698.08	134.8817136	-0.564339059	25
prosoment	24	0	713.125	132.9544912	-0.387681289	24
annomplipeaux	22	0	821.9090909	232.2422604	0.1255419	22
modempes	23	0	833.9545455	241.5518237	0.042526296	22
liercruger	24	0	715.8333333	199.5324244	-0.466336929	24
rélétaxe	22	0.045454545	1005.857143	294.3257185	1.120682081	21
aparpatits	25	0	874.44	236.0888039	0.199792727	25
dépimisment	23	0.043478261	923.1428571	204.2325355	0.68666114	21
fulanselte	21	0	738.8571429	215.5864759	-0.53080394	21
montiplants	23	0	961.2857143	338.5692164	0.616580771	21
monnosenle	22	0	787.4545455	272.7964054	-0.150028124	22
mocantion	22	0	794.8571429	206.0903408	0.10486794	21
saz	23	0.043478261	711.5909091	201.7850481	-0.593628336	22
verbet	20	0	777	219.5516963	-0.215422984	20
jourdée	21	0.095238095	784.7894737	172.8659014	0.113457794	19
prérimes	22	0	955.35	286.7225461	0.984491303	20
suchant	23	0	798.8695652	188.7632727	0.080659217	23
auverse	21	0.095238095	817.9473684	195.789704	-0.03666557	19
apsiquer	21	0	821.4	270.1832517	-0.071756894	20
carrestour	23	0	861.173913	224.0350322	0.339423443	23
marsait	24	0	896.7916667	271.8738485	0.145892102	24
mopale	23	0	682.9130435	134.2697126	-0.531676648	23
atitiquelte	25	0	842.92	287.3780785	0.277665626	25
cotalmant	20	0	851	250.8292912	-0.013166101	19
nogarments	21	0.047619048	723.1	146.6954956	-0.379464836	20
recuve	25	0.12	790.7619048	176.6133927	-0.237568431	21
persicrisonne	22	0	852.1818182	295.128162	0.172293613	22
nésieur	22	0.045454545	707.1578947	168.1498218	-0.354259794	19
quittetalis	25	0.08	827.6956522	261.3204989	0.12012785	23
désiéniché	23	0	849.1904762	273.3297677	0.407447435	21
afreau	24	0.041666667	803.7727273	203.5370405	-0.069088825	22
dasion	23	0	671.3043478	140.5561793	-0.637879342	23
emnant	24	0.041666667	770.8695652	220.4300145	0.048447867	23
laisploient	21	0.047619048	872.4	276.8245502	0.192978948	20
detutais	21	0.19047619	838	210.6157639	0.240913952	17
pensipoutence	22	0.045454545	927.1904762	345.61447	0.420014806	21
phonines	21	0	887.0952381	347.3816208	0.186196161	21
vieiltrie	22	0	809.1818182	231.5853512	0.10644004	22
patenir	25	0.12	912.6818182	268.565038	0.296755783	22
alsieur	22	0.045454545	782	206.4445042	-0.079011578	19
solie	24	0.041666667	896.6956522	257.8925842	0.350927366	23
isentail	21	0	700.3333333	184.2545341	-0.731145081	21
syntidée	22	0	839.7727273	167.8990433	0.258817309	22
pervines	25	0.08	793.1304348	158.3684726	-0.122600831	23
scraigne	24	0	794.0833333	174.9079054	-0.038161983	24
lésayait	24	0.083333333	810.2857143	230.0217692	0.238982209	21
broble	24	0.125	689.7619048	125.4364001	-0.562482242	21
tetive	22	0	690.7272727	125.6291526	-0.534097612	22
cettertaient	22	0	856.5	222.3218923	0.396260955	22
prémièvec	24	0	738.125	232.1787753	-0.179422495	24
pordu	21	0.095238095	769.2105263	127.5737603	-0.170044603	19
nelte	23	0	714.7391304	215.6578134	-0.58524881	23
monsuyer	20	0	819	240.9806719	0.113617613	20
souflisiste	22	0.136363636	996.2631579	247.445806	0.898656673	19
déparas	23	0	903.6363636	246.3991237	0.770348728	22
casto	18	0.055555556	948.6666667	164.8227042	0.826388276	15
cousornir	21	0	780.2380952	201.074838	-0.023808586	21
nosmagates	22	0	808.3181818	240.3248568	-0.056754485	22
asitioncer	23	0	843.9545455	190.7263003	0.178560533	22
piertégard	22	0	765.3181818	180.7427497	-0.280372228	22
mituser	22	0.045454545	780.4285714	236.5482131	-0.130536008	21
relèce	25	0.04	748.5416667	172.0952666	-0.348003804	24
actenchant	23	0.043478261	841.8181818	275.0481579	0.321971158	22
amire	23	0.086956522	835	270.2951603	0.093440964	20
paliquets	20	0.05	830.3333333	238.1689959	-0.045807937	18
pentirut	24	0	685.173913	173.7703951	-0.496717368	23
catiquets	22	0	802.6363636	168.3201444	0.020996036	22
barteilme	24	0	723.25	189.0760716	-0.561261014	24
corciviver	22	0	829.6	204.8962253	0.059123531	20
luricoumagal	22	0	813.047619	193.3301519	-0.029909195	21
sousaplors	21	0	792.7	157.5814242	-0.05885861	20
asadagner	24	0.041666667	774.7826087	167.1833388	-0.046493689	23
reribles	20	0	806.3	213.9035936	0.170455114	20
midicréce	24	0.041666667	776.6818182	202.0663225	0.086024704	22
atriricute	24	0	833.375	232.6295455	0.139494847	24
brourche	24	0.041666667	863.8695652	282.5282455	0.211560752	23
édescilée	25	0.04	760.0434783	192.981506	0.002074368	23
jeudroit	24	0	817.0869565	257.8433127	0.082402147	23
soulors	23	0	674.8695652	130.7156193	-0.679468239	23
pentons	23	0.086956522	849.7142857	299.1354447	0.285430814	21
satregiriat	21	0.047619048	808.8947368	253.5579913	-0.081639173	19
jutéle	25	0.04	750.3478261	153.6393678	-0.478710002	23
altasa	24	0.041666667	743.3043478	155.8651617	-0.36187027	23
aleux	22	0.045454545	723.1428571	145.5734473	-0.5770368	21
beauseilsant	21	0	965.9047619	277.1914329	0.678649326	21
cinconer	23	0.043478261	873.2272727	245.9461675	0.41343961	22
clidotivaient	23	0	936.7391304	269.1404191	0.779855176	23
malarpipivaient	21	0.047619048	934.1052632	290.1727253	0.619618714	19
tertés	24	0.041666667	748	181.8485884	-0.327954114	23
redeaux	22	0.045454545	832	240.9852693	0.065166961	21
vinion	20	0.1	679.6666667	104.0316694	-0.558920604	18
giel	22	0.136363636	709.1052632	133.1932159	-0.569376683	19
toutruses	20	0	830.6	198.8536621	0.04192723	20
frislonne	22	0.045454545	752	210.4026216	0.01841221	20
éveilté	21	0	961.2380952	289.0722928	0.552614507	21
rique	21	0.142857143	743.4444444	156.1975454	-0.067541948	18
mardonseurs	20	0.05	836.7894737	218.8694636	0.057384305	19
glanisciens	26	0	898.0384615	298.47539	0.482206739	26
checonsales	23	0	752.0909091	124.4427231	-0.218046326	22
appalime	22	0.090909091	702.3	118.8342942	-0.503654782	20
furge	21	0.142857143	768.2222222	100.9918783	-0.184039568	18
ennatensayant	21	0	767.2105263	201.039128	-0.132371014	19
saconsires	22	0	802.1363636	198.7461399	-0.015431709	22
souquiéchera	21	0	795.7142857	196.0808871	-0.090603705	21
perfitranse	21	0	931.7619048	314.4211992	0.656487725	21
rombade	21	0.047619048	699.95	177.05113	-0.350677391	20
poripavec	22	0	747.3181818	276.7442323	-0.428042955	22
bonniclareux	21	0.095238095	830.0555556	263.7493178	-0.054304247	18
pecran	22	0	694.7272727	147.738244	-0.618605305	22
bounus	22	0.181818182	885.2777778	225.325857	0.09230339	18
aspionclater	23	0.043478261	802.9090909	196.5238163	0.015091118	22
bripance	24	0.041666667	791.0434783	184.8349333	-0.214525064	23
doconstuté	23	0	769.6956522	181.8019489	0.086375535	23
bame	24	0	822.3333333	141.717314	0.284588621	24
inscament	22	0.045454545	906.65	324.1135725	0.347151984	20
ringue	19	0.157894737	803.6875	162.1389193	0.161796192	16
bontiges	21	0	770.7142857	198.4187851	-0.347348173	21
icool	23	0	788.8695652	128.8280405	0.049668928	23
apenle	24	0	703.1304348	151.9292013	-0.400822838	23
incharleurs	23	0	852.4782609	220.7771129	0.415551741	23
rétreson	23	0	737.4347826	216.5052647	-0.35991877	23
agardre	25	0.08	768.0434783	187.7760945	-0.279515991	23
buistuse	24	0	748.0833333	210.0308293	-0.40277039	24
perdeubles	24	0	867.7916667	241.8217056	0.214105444	24
peupopréloir	23	0	820.8695652	179.8232224	0.245389886	23
préclicres	23	0	834.6818182	256.030018	0.195506036	22
francotourve	23	0	949.0869565	332.8290461	0.534465971	23
puistadre	24	0.041666667	840.2727273	308.6687517	-0.002531989	22
enchaides	24	0.041666667	882.6521739	211.3309788	0.185665891	23
variléte	23	0	999	260.8920013	0.342514328	23
roucorforpoutint	20	0	858.85	261.4784433	0.26687085	20
sousantemiti	24	0	825.75	243.8793804	0.109563633	24
sermença	24	0.125	859.625	229.6629051	0.455796211	16
bormancepsie	22	0	736.1363636	214.5254554	-0.335697103	22
lations	22	0.090909091	900.6666667	222.7552072	0.273818795	18
mailénaient	23	0	918.7272727	225.9058341	0.694290426	22
rôtare	23	0.086956522	719.0952381	140.184844	-0.266080432	21
naditanque	22	0	807.4545455	257.9043247	-0.124614326	22
aquettez	22	0.045454545	803.7619048	221.5014458	0.206537479	21
semnarêt	21	0	713	153.8843722	-0.47700929	21
soumite	22	0.181818182	912.3888889	213.849628	0.701589028	18
traconnettaral	21	0.047619048	822.6	200.1973763	0.011113322	20
scesse	24	0.125	797.4285714	202.2806396	-0.111625914	21
diol	23	0.130434783	717.85	207.2355068	-0.495489378	20
risé	18	0.833333333	923.3333333	297.3303438	0.744168754	3
soutine	24	0.083333333	796.5454545	193.2705302	0.074767093	22
ausplisait	23	0	796.4285714	165.7907028	0.199488617	21
genconté	22	0.045454545	774.6	202.4906496	-0.147406203	20
masenait	23	0	904.2272727	332.4600845	0.226326499	22
pithélors	23	0	729.3043478	196.2971854	-0.41766369	23
pointits	18	0.055555556	885.125	347.3910141	0.23572723	16
chantioder	19	0	960.4210526	213.8658239	0.69215635	19
pocome	22	0	721.9090909	214.9974328	-0.713142875	22
apidée	21	0.095238095	786.8947368	182.1101299	-0.375128538	19
querimais	23	0	770.6956522	288.3916899	-0.284042659	23
prenconéne	25	0.08	932.826087	327.6000405	0.387921908	23
chatiseche	23	0	764.8571429	178.2667343	-0.119358538	21
scroulpe	19	0.052631579	809.2222222	196.532756	-0.187280487	18
vatopérants	24	0	826.1666667	161.235897	-0.040526501	24
forgue	20	0.3	810.8461538	192.6394932	0.077178426	13
créatachitait	23	0	937.7391304	275.8367794	0.444748197	23
cherlages	23	0	725.0434783	140.6667494	-0.399323548	23
garsil	26	0.038461538	689.12	144.8149164	-0.484141148	25
bompence	23	0	761.5217391	242.5418182	-0.143988504	23
trafisait	22	0.181818182	984.5882353	260.2895164	0.687891715	17
troucarie	25	0	845.4	228.5322734	-0.061389038	25
brangusaient	22	0	1050.761905	315.536829	0.915470413	21
mailirie	21	0	726.95	179.3885741	-0.314686968	20
visugnon	22	0	686.3636364	114.4829143	-0.616410863	22
mousufremment	23	0	841.7272727	276.2633633	0.133759689	22
saporcun	24	0	695.1666667	179.4931673	-0.514908406	24
lipanforsain	21	0	736.4761905	233.7707465	-0.488522566	21
montenge	22	0	825.1363636	185.7669547	-0.174318477	22
inniterrir	23	0.043478261	783.952381	255.1478936	0.095162494	21
sucens	20	0	785.7222222	157.5181803	-0.032516062	18
obcun	20	0	679.95	108.9260855	-0.462279154	20
solt	23	0.043478261	744.5238095	192.6267424	-0.192782631	21
montenverrants	22	0	980.1904762	293.6272499	0.84864862	21
mouta	21	0.142857143	760.1111111	163.6786266	-0.306565968	18
soututait	21	0.047619048	812	201.9321377	0.34563788	18
rémioncienfois	20	0	830.6	223.2396399	0.32165507	20
forsicieux	22	0	785.5909091	195.0188414	0.082023129	22
contoler	24	0.25	886.6111111	247.6549162	0.638221973	18
blocublions	24	0	845.5833333	230.8228978	0.107954618	24
pouille	20	0.4	968	260.3403367	1.028664085	12
porriez	25	0.12	771.4545455	179.388041	-0.145755607	22
plusuivec	25	0	734.56	218.956061	-0.437422002	25
porgare	23	0	691.8695652	165.684614	-0.495551458	23
voite	24	0.208333333	766.4736842	189.0012841	-0.193702149	19
limatrerel	22	0	799.1363636	239.7763433	-0.201200825	22
douglué	23	0.043478261	714.8181818	133.139968	-0.528468764	22
chareilde	24	0	723.7083333	206.1323929	-0.320794583	24
vergnarru	23	0	678.7272727	166.0671642	-0.422160861	22
checonsi	24	0	657.5416667	167.2675491	-0.85514882	24
setaciame	22	0.045454545	748.1904762	301.0853067	-0.441785123	21
encorent	23	0.130434783	1031.736842	187.5117306	0.962254414	19
névaincode	23	0.043478261	867.2380952	271.1222796	0.093999677	21
salonnait	22	0.090909091	945.1	187.5240055	0.99191713	20
sugadriers	20	0	770.7	239.0494554	-0.066319418	20
afènoté	21	0	689.9047619	131.6004957	-0.358642252	21
amannier	23	0	790.8636364	215.6850207	-0.009404506	22
éruprone	22	0	734.1363636	200.2879583	-0.393693954	22
problimier	23	0.043478261	1008.7	294.3356659	0.773675904	20
trottavaux	21	0	805.5714286	174.7743034	-0.005615706	21
naclat	23	0	773.2173913	192.5205908	-0.293719214	23
